ticket_id,created_at,customer_id,department,city_x,state_x,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,priority,status,assigned_team,has_attachment,sentiment_score,num_words,num_images_x,latitude,longitude,company,segment,employees,city_y,state_y,contract_type,customer_since,vip,monthly_revenue,num_events,last_event_date,event_types,num_abertura,num_updates,num_encerramento,num_images_y,target_category
2410,2025-01-29T10:50:00,3947,Operações,Curitiba,BA,Desktop,Windows,Firefox,WiFi,32,4,8,O sistema Word exibe desliga ao executar consulta.,O sistema Word exibe desliga ao executar consulta.,images/office.png,500,333,Baixa,Fechado,Infra,0,-0.936,3,2,-28.973012,-46.310872,,,,,,,,,,0,,,0,0,0,,Software
2411,2025-01-29T11:07:00,8960,Operações,Santos,BA,Mobile,Linux,Firefox,Cabo,14,48,9,Problema de conectividade: não funciona durante gerar relató...,Problema de conectividade: não funciona durante gerar relatório.,images/finance_report.png,738,414,Crítica,Fechado,N1,0,-0.168,6,2,-27.001892,-50.635236,,,,,,,,,,0,,,0,0,0,,Rede
2412,2025-01-29T11:24:00,7390,RH,Campinas,RJ,Mobile,iOS,Edge,4G,21,24,19,O módulo financeiro emite beep ao gerar relatório.,O módulo financeiro emite beep ao gerar relatório.,images/finance_report.png,738,414,Alta,Fechado,N2,1,-0.893,7,1,-30.972312,-50.141312,,,,,,,,,,0,,,0,0,0,,Financeiro
2413,2025-01-29T11:41:00,2004,RH,Curitiba,SP,Mobile,Android,Safari,Cabo,3,24,19,"Rede instável, emite beep ao acessar intranet.","Rede instável, emite beep ao acessar intranet.",images/network.png,500,342,Baixa,Em andamento,Infra,1,-0.645,5,2,-30.879747,-50.124755,Empresa Delta,Tecnologia,85.0,Curitiba,PR,Standard,2022-11-01,Não,25000.0,0,,,0,0,0,,Rede
2414,2025-01-29T11:58:00,9682,Financeiro,Campinas,BA,Desktop,Linux,Safari,4G,37,8,6,O usuário relatou que o monitor emite beep durante o abertur...,O usuário relatou que o monitor emite beep durante o abertura de arquivo.,images/monitor.png,500,394,Média,Aberto,N2,0,-0.637,3,0,-30.080546,-52.146173,,,,,,,,,,0,,,0,0,0,,Hardware
2415,2025-01-29T12:15:00,2282,Operações,Curitiba,RS,Notebook,Windows,Edge,4G,6,24,43,Falha no sistema de recrutamento ao tentar abrir documento.,Falha no sistema de recrutamento ao tentar abrir documento.,images/recruitment.png,500,333,Alta,Em andamento,N1,0,0.533,6,3,-28.370069,-49.419289,,,,,,,,,,0,,,0,0,0,,RH
2416,2025-01-29T12:32:00,3882,Operações,Curitiba,SP,Notebook,Linux,Edge,5G,32,12,31,Problema de hardware: o mouse falha inesperadamente.,Problema de hardware: o mouse falha inesperadamente.,images/mouse.png,500,335,Média,Em andamento,Infra,1,-0.156,7,1,-32.953862,-52.487537,,,,,,,,,,0,,,0,0,0,,Hardware
2417,2025-01-29T12:49:00,4800,Financeiro,Santos,RJ,Notebook,iOS,Safari,Cabo,3,12,71,O aplicativo Sistema ERP fecha inesperadamente quando gerar ...,O aplicativo Sistema ERP fecha inesperadamente quando gerar relatório.,images/sap_erp.png,612,344,Média,Aberto,Aplicações,1,0.524,3,3,-27.853753,-51.727898,,,,,,,,,,0,,,0,0,0,,Software
2418,2025-01-29T13:06:00,2309,Operações,Santos,MG,Mobile,Linux,Firefox,Cabo,1,24,70,O memória apresenta não liga e tela piscando.,O memória apresenta não liga e tela piscando.,images/default_hardware.png,612,407,Média,Aberto,N2,1,-0.065,3,3,-28.8892,-52.52091,,,,,,,,,,0,,,0,0,0,,Hardware
2419,2025-01-29T13:23:00,5917,Financeiro,Santos,MG,Mobile,iOS,Edge,5G,4,4,30,O Sistema de tesouraria exibe sem resposta ao gerar relatóri...,O Sistema de tesouraria exibe sem resposta ao gerar relatório.,images/finance_report.png,738,414,Média,Fechado,Aplicações,1,-0.578,4,0,-32.37736,-51.542596,,,,,,,,,,0,,,0,0,0,,Financeiro
2420,2025-01-29T13:40:00,4781,Financeiro,Curitiba,RS,Notebook,Android,Firefox,WiFi,0,48,2,A conexão de rede está falha e perda de dados.,A conexão de rede está falha e perda de dados.,images/network.png,500,342,Crítica,Fechado,Infra,1,-0.73,5,1,-26.374251,-46.218956,,,,,,,,,,0,,,0,0,0,,Rede
2421,2025-01-29T13:57:00,4068,RH,São Paulo,RS,Desktop,iOS,Edge,Cabo,7,4,23,Problema de conectividade: desliga durante exportar dados.,Problema de conectividade: desliga durante exportar dados.,images/default_network.png,500,333,Baixa,Aberto,N1,1,-0.501,4,3,-23.621891,-44.280582,,,,,,,,,,0,,,0,0,0,,Rede
2422,2025-01-29T14:14:00,1685,RH,Belo Horizonte,MG,Mobile,Windows,Chrome,5G,40,12,29,Falha no sistema financeiro: emite beep ao abrir documento.,Falha no sistema financeiro: emite beep ao abrir documento.,images/finance_report.png,738,414,Crítica,Em andamento,N2,0,0.162,5,0,-31.923431,-44.291906,,,,,,,,,,0,,,0,0,0,,Financeiro
2423,2025-01-29T14:31:00,1087,TI,São Paulo,SP,Mobile,Linux,Firefox,Cabo,3,12,31,Erro no SAP durante fazer login.,Erro no SAP durante fazer login.,images/sap_erp.png,612,344,Crítica,Aberto,N2,1,-0.233,6,0,-28.032406,-47.869446,,,,,,,,,,0,,,0,0,0,,Financeiro
2424,2025-01-29T14:48:00,2161,RH,São Paulo,SP,Desktop,Android,Safari,Cabo,16,24,46,O acesso ao sistema de RH está bloqueado por fica lento.,O acesso ao sistema de RH está bloqueado por fica lento.,images/access_denied.png,612,408,Crítica,Em andamento,N2,0,0.581,5,3,-30.266272,-45.811435,,,,,,,,,,0,,,0,0,0,,Acesso
2425,2025-01-29T15:05:00,1634,Operações,Curitiba,RJ,Desktop,iOS,Chrome,Cabo,22,4,20,Problema de login: superaquece ao enviar email.,Problema de login: superaquece ao enviar email.,images/email.png,500,333,Crítica,Aberto,Aplicações,0,-0.747,6,3,-25.247911,-43.682955,,,,,,,,,,0,,,0,0,0,,Acesso
2426,2025-01-29T15:22:00,2442,RH,Belo Horizonte,MG,Mobile,Android,Safari,4G,24,48,54,O Navegador apresenta tela preta e não imprimir.,O Navegador apresenta tela preta e não imprimir.,images/browser.png,500,333,Alta,Em andamento,Infra,1,0.228,6,0,-30.769222,-46.028587,,,,,,,,,,0,,,0,0,0,,Software
2427,2025-01-29T15:39:00,1082,TI,São Paulo,RJ,Notebook,Android,Firefox,5G,32,12,63,Falha crítica no mouse: não liga com cheiro de queimado.,Falha crítica no mouse: não liga com cheiro de queimado.,images/mouse.png,500,335,Baixa,Em andamento,N2,0,-0.619,5,1,-32.194757,-44.713902,,,,,,,,,,0,,,0,0,0,,Hardware
2428,2025-01-29T15:56:00,8004,Operações,Campinas,RJ,Mobile,Linux,Edge,4G,2,4,44,O SAP apresenta cheiro de queimado e não imprimir.,O SAP apresenta cheiro de queimado e não imprimir.,images/sap_erp.png,612,344,Crítica,Em andamento,Aplicações,1,-0.262,3,3,-22.91428,-48.772809,,,,,,,,,,0,,,0,0,0,,Software
2429,2025-01-29T16:13:00,1585,TI,Santos,RS,Desktop,Windows,Safari,Cabo,17,24,31,Falha no sistema de recrutamento ao tentar executar consulta...,Falha no sistema de recrutamento ao tentar executar consulta.,images/recruitment.png,500,333,Baixa,Em andamento,N1,1,-0.888,7,3,-23.22133,-46.742755,,,,,,,,,,0,,,0,0,0,,RH
2430,2025-01-29T16:30:00,6243,Financeiro,Santos,BA,Mobile,Windows,Chrome,5G,23,24,44,O sistema Navegador exibe congela ao abrir documento.,O sistema Navegador exibe congela ao abrir documento.,images/browser.png,500,333,Baixa,Aberto,N2,0,0.018,5,1,-25.78416,-47.639512,,,,,,,,,,0,,,0,0,0,,Software
2431,2025-01-29T16:47:00,9806,Financeiro,Santos,MG,Notebook,Android,Chrome,WiFi,12,48,12,O usuário relata cheiro de queimado ao tentar acessar sistem...,O usuário relata cheiro de queimado ao tentar acessar sistema de ponto.,images/payroll.png,612,408,Baixa,Fechado,Infra,0,0.098,3,2,-31.871069,-50.864874,,,,,,,,,,0,,,0,0,0,,Acesso
2432,2025-01-29T17:04:00,6294,RH,São Paulo,SP,Notebook,iOS,Firefox,Cabo,31,4,9,O usuário não consegue importar dados devido a fica lento.,O usuário não consegue importar dados devido a fica lento.,images/default_hr.png,612,408,Alta,Em andamento,N2,1,-0.912,5,2,-25.189682,-44.920384,,,,,,,,,,0,,,0,0,0,,RH
2433,2025-01-29T17:21:00,8749,Operações,São Paulo,BA,Desktop,Linux,Safari,Cabo,30,24,41,O usuário relatou que o computador não funciona durante o im...,O usuário relatou que o computador não funciona durante o impressão.,images/default_hardware.png,612,407,Média,Em andamento,N1,1,-0.768,4,3,-27.083,-49.256738,,,,,,,,,,0,,,0,0,0,,Hardware
2434,2025-01-29T17:38:00,2643,TI,Belo Horizonte,RJ,Mobile,Linux,Chrome,WiFi,30,12,65,O acesso ao sistema de ponto está bloqueado por superaquece.,O acesso ao sistema de ponto está bloqueado por superaquece.,images/access_denied.png,612,408,Crítica,Aberto,Infra,0,-0.955,6,3,-30.292646,-43.312502,,,,,,,,,,0,,,0,0,0,,Acesso
2435,2025-01-29T17:55:00,5290,Operações,Belo Horizonte,BA,Mobile,iOS,Chrome,5G,7,24,41,O Sistema de RH apresenta tela piscando e não imprimir.,O Sistema de RH apresenta tela piscando e não imprimir.,images/default_software.png,612,344,Baixa,Aberto,Infra,1,0.319,5,3,-23.594428,-46.491715,,,,,,,,,,0,,,0,0,0,,Software
2436,2025-01-29T18:12:00,7816,Operações,Santos,MG,Mobile,Linux,Chrome,WiFi,12,12,69,Erro de permissão no FTP durante a gerar relatório.,Erro de permissão no FTP durante a gerar relatório.,images/browser.png,500,333,Baixa,Em andamento,Aplicações,0,-0.492,6,2,-27.073548,-45.981567,,,,,,,,,,0,,,0,0,0,,Software
2437,2025-01-29T18:29:00,4809,Financeiro,Belo Horizonte,RS,Desktop,Windows,Firefox,5G,10,24,57,Relatório financeiro não emite beep corretamente.,Relatório financeiro não emite beep corretamente.,images/finance_report.png,738,414,Alta,Aberto,Aplicações,0,-0.725,7,0,-23.566359,-52.21955,,,,,,,,,,0,,,0,0,0,,Financeiro
2438,2025-01-29T18:46:00,8404,TI,São Paulo,SP,Desktop,Android,Chrome,Cabo,3,24,29,O monitor apresenta não funciona e perda de dados.,O monitor apresenta não funciona e perda de dados.,images/monitor.png,500,394,Crítica,Em andamento,Infra,1,-0.09,4,2,-32.650219,-46.896375,,,,,,,,,,0,,,0,0,0,,Hardware
2439,2025-01-29T19:03:00,9658,TI,São Paulo,SP,Desktop,Windows,Chrome,Cabo,15,4,22,Relatório financeiro não falha corretamente.,Relatório financeiro não falha corretamente.,images/finance_report.png,738,414,Alta,Fechado,N1,1,0.831,6,0,-32.779185,-44.972516,,,,,,,,,,0,,,0,0,0,,Financeiro
2440,2025-01-29T19:20:00,2784,Financeiro,Belo Horizonte,BA,Desktop,Linux,Safari,5G,9,12,37,Falha no sistema de RH ao tentar importar dados.,Falha no sistema de RH ao tentar importar dados.,images/default_hr.png,612,408,Média,Fechado,Aplicações,1,-0.355,3,0,-28.156982,-43.994833,,,,,,,,,,0,,,0,0,0,,RH
2441,2025-01-29T19:37:00,7116,Operações,Campinas,PR,Notebook,iOS,Edge,5G,2,48,14,O usuário relata mensagem de erro ao tentar acessar sistema ...,O usuário relata mensagem de erro ao tentar acessar sistema de ponto.,images/payroll.png,612,408,Baixa,Fechado,N1,0,0.395,5,0,-24.363792,-45.295334,,,,,,,,,,0,,,0,0,0,,Acesso
2442,2025-01-29T19:54:00,7158,Financeiro,Curitiba,SP,Mobile,iOS,Safari,WiFi,8,24,52,Erro no Módulo de notas fiscais durante salvar arquivo.,Erro no Módulo de notas fiscais durante salvar arquivo.,images/default_finance.png,500,750,Média,Em andamento,N2,1,0.739,3,0,-26.441724,-48.126586,,,,,,,,,,0,,,0,0,0,,Financeiro
2443,2025-01-29T20:11:00,6817,RH,Santos,RS,Mobile,iOS,Edge,5G,28,12,60,Falha no sistema de folha ao tentar imprimir.,Falha no sistema de folha ao tentar imprimir.,images/payroll.png,612,408,Crítica,Em andamento,N2,0,-0.922,5,3,-30.332676,-45.849574,,,,,,,,,,0,,,0,0,0,,RH
2444,2025-01-29T20:28:00,4148,Operações,Curitiba,RJ,Desktop,Linux,Edge,5G,18,4,23,Erro no Módulo de notas fiscais durante gerar relatório.,Erro no Módulo de notas fiscais durante gerar relatório.,images/finance_report.png,738,414,Média,Fechado,Aplicações,1,-0.102,5,3,-31.119861,-44.991179,,,,,,,,,,0,,,0,0,0,,Financeiro
2445,2025-01-29T20:45:00,1049,Financeiro,Campinas,SP,Notebook,Linux,Firefox,WiFi,15,8,1,O acesso à servidor de arquivos falha com fica lento.,O acesso à servidor de arquivos falha com fica lento.,images/server.png,500,333,Crítica,Fechado,N2,0,0.966,6,1,-27.386194,-45.013454,,,,,,,,,,0,,,0,0,0,,Rede
2446,2025-01-29T21:02:00,4571,TI,Belo Horizonte,RS,Mobile,Linux,Safari,WiFi,28,48,9,O usuário relata cheiro de queimado ao tentar acessar sistem...,O usuário relata cheiro de queimado ao tentar acessar sistema de recrutamento.,images/recruitment.png,500,333,Crítica,Aberto,N2,0,-0.308,6,2,-31.349156,-50.065035,,,,,,,,,,0,,,0,0,0,,Acesso
2447,2025-01-29T21:19:00,6083,RH,São Paulo,BA,Mobile,Android,Safari,5G,7,4,57,Relatório financeiro não congela corretamente.,Relatório financeiro não congela corretamente.,images/finance_report.png,738,414,Crítica,Fechado,Infra,1,-0.521,6,1,-29.194818,-44.879312,,,,,,,,,,0,,,0,0,0,,Financeiro
2448,2025-01-29T21:36:00,2709,RH,Campinas,BA,Mobile,iOS,Safari,Cabo,17,4,65,Relatório financeiro não não liga corretamente.,Relatório financeiro não não liga corretamente.,images/finance_report.png,738,414,Alta,Fechado,Aplicações,0,-0.833,7,1,-32.24482,-52.099676,,,,,,,,,,0,,,0,0,0,,Financeiro
2449,2025-01-29T21:53:00,2013,TI,Belo Horizonte,SP,Mobile,iOS,Chrome,5G,7,4,35,O usuário não consegue gerar relatório devido a reinicia soz...,O usuário não consegue gerar relatório devido a reinicia sozinho.,images/finance_report.png,738,414,Crítica,Fechado,N1,1,0.62,5,0,-32.166643,-52.320179,,,,,,,,,,0,,,0,0,0,,Acesso
2450,2025-01-29T22:10:00,1530,Financeiro,São Paulo,RJ,Notebook,iOS,Chrome,WiFi,30,8,38,Erro no Sistema de tesouraria durante imprimir.,Erro no Sistema de tesouraria durante imprimir.,images/finance_report.png,738,414,Crítica,Fechado,Infra,0,-0.442,6,2,-29.830065,-49.856145,,,,,,,,,,0,,,0,0,0,,Financeiro
2451,2025-01-29T22:27:00,6574,Financeiro,Belo Horizonte,SP,Notebook,Android,Chrome,4G,26,24,25,O aplicativo FTP fecha inesperadamente quando executar consu...,O aplicativo FTP fecha inesperadamente quando executar consulta.,images/browser.png,500,333,Média,Em andamento,N2,0,0.025,6,2,-28.25221,-49.805538,,,,,,,,,,0,,,0,0,0,,Software
2452,2025-01-29T22:44:00,5291,Operações,Santos,RJ,Notebook,Windows,Chrome,WiFi,26,12,30,O acesso ao sistema de ponto está bloqueado por não funciona...,O acesso ao sistema de ponto está bloqueado por não funciona.,images/access_denied.png,612,408,Alta,Em andamento,N1,1,0.303,7,3,-24.598497,-46.909339,,,,,,,,,,0,,,0,0,0,,Acesso
2453,2025-01-29T23:01:00,4407,Financeiro,São Paulo,MG,Notebook,Linux,Edge,4G,35,24,36,O usuário relata mensagem de erro ao tentar acessar sistema ...,O usuário relata mensagem de erro ao tentar acessar sistema de recrutamento.,images/recruitment.png,500,333,Baixa,Aberto,Infra,0,0.141,4,2,-31.65995,-49.623505,,,,,,,,,,0,,,0,0,0,,Acesso
2454,2025-01-29T23:18:00,1643,RH,Campinas,RS,Desktop,Android,Safari,4G,6,8,19,O Sistema de tesouraria exibe tela azul ao gerar relatório.,O Sistema de tesouraria exibe tela azul ao gerar relatório.,images/finance_report.png,738,414,Alta,Aberto,N1,1,0.236,6,0,-24.364696,-48.850301,,,,,,,,,,0,,,0,0,0,,Financeiro
2455,2025-01-29T23:35:00,8734,TI,Belo Horizonte,RS,Desktop,Linux,Chrome,4G,3,48,13,Erro de compilação no FTP durante a exportar dados.,Erro de compilação no FTP durante a exportar dados.,images/browser.png,500,333,Alta,Aberto,N2,0,0.636,5,3,-32.414873,-47.33293,,,,,,,,,,0,,,0,0,0,,Software
2456,2025-01-29T23:52:00,6919,RH,São Paulo,SP,Mobile,Linux,Edge,WiFi,8,48,28,Erro de runtime no Sistema de RH durante a exportar dados.,Erro de runtime no Sistema de RH durante a exportar dados.,images/default_software.png,612,344,Crítica,Em andamento,N2,0,0.516,3,0,-28.21554,-44.076917,,,,,,,,,,0,,,0,0,0,,Software
2457,2025-01-30T00:09:00,2899,RH,Curitiba,RS,Desktop,iOS,Safari,5G,7,48,56,"Rede instável, emite beep ao acessar intranet.","Rede instável, emite beep ao acessar intranet.",images/network.png,500,342,Alta,Fechado,N1,0,-0.055,6,1,-31.21512,-43.73528,,,,,,,,,,0,,,0,0,0,,Rede
2458,2025-01-30T00:26:00,5078,Operações,Santos,RJ,Desktop,Android,Firefox,4G,27,8,70,Erro no SAP durante gerar relatório.,Erro no SAP durante gerar relatório.,images/sap_erp.png,612,344,Baixa,Fechado,Infra,1,0.396,6,0,-25.391491,-45.984434,,,,,,,,,,0,,,0,0,0,,Financeiro
2459,2025-01-30T00:43:00,2696,Financeiro,Curitiba,BA,Notebook,Windows,Safari,Cabo,34,48,69,O Módulo de notas fiscais exibe tela piscando ao gerar relat...,O Módulo de notas fiscais exibe tela piscando ao gerar relatório.,images/finance_report.png,738,414,Alta,Fechado,N2,1,-0.429,7,1,-24.940883,-52.142112,,,,,,,,,,0,,,0,0,0,,Financeiro
2460,2025-01-30T01:00:00,8998,TI,Campinas,RS,Notebook,Android,Safari,Cabo,9,8,28,Problema de login: reinicia sozinho ao fazer login.,Problema de login: reinicia sozinho ao fazer login.,images/login.png,500,333,Média,Em andamento,N2,1,-0.6,3,1,-29.5191,-45.713427,,,,,,,,,,0,,,0,0,0,,Acesso
2461,2025-01-30T01:17:00,2704,Financeiro,Santos,RJ,Mobile,iOS,Edge,5G,22,48,1,Falha de rede: ruído ao tentar exportar dados.,Falha de rede: ruído ao tentar exportar dados.,images/network.png,500,342,Alta,Em andamento,Infra,0,-0.114,6,2,-31.458354,-50.438356,,,,,,,,,,0,,,0,0,0,,Rede
2462,2025-01-30T01:34:00,5907,TI,Curitiba,BA,Notebook,Linux,Edge,Cabo,11,48,32,Falha de rede: perda de dados ao tentar executar consulta.,Falha de rede: perda de dados ao tentar executar consulta.,images/network.png,500,342,Crítica,Em andamento,Infra,0,-0.444,7,2,-32.506155,-43.689621,,,,,,,,,,0,,,0,0,0,,Rede
2463,2025-01-30T01:51:00,8365,RH,Santos,MG,Notebook,Linux,Chrome,4G,28,4,55,Falha de rede: tela preta ao tentar abrir documento.,Falha de rede: tela preta ao tentar abrir documento.,images/network.png,500,342,Baixa,Em andamento,N1,0,0.412,6,1,-31.759524,-50.122529,,,,,,,,,,0,,,0,0,0,,Rede
2464,2025-01-30T02:08:00,5244,Financeiro,Belo Horizonte,PR,Desktop,Android,Edge,Cabo,27,4,45,O acesso ao sistema de RH está bloqueado por não funciona.,O acesso ao sistema de RH está bloqueado por não funciona.,images/access_denied.png,612,408,Baixa,Aberto,Infra,1,0.099,4,0,-24.425335,-47.559226,,,,,,,,,,0,,,0,0,0,,Acesso
2465,2025-01-30T02:25:00,1349,RH,Belo Horizonte,SP,Mobile,Linux,Firefox,WiFi,37,8,46,Relatório financeiro não reinicia sozinho corretamente.,Relatório financeiro não reinicia sozinho corretamente.,images/finance_report.png,738,414,Média,Aberto,Infra,0,-0.609,7,2,-26.401776,-48.23797,,,,,,,,,,0,,,0,0,0,,Financeiro
2466,2025-01-30T02:42:00,3569,RH,Belo Horizonte,RJ,Mobile,Windows,Firefox,4G,5,4,2,Erro de memória no Excel durante a abrir documento.,Erro de memória no Excel durante a abrir documento.,images/office.png,500,333,Baixa,Em andamento,N2,1,0.675,6,1,-30.170755,-47.037656,,,,,,,,,,0,,,0,0,0,,Software
2467,2025-01-30T02:59:00,8064,TI,Campinas,RJ,Desktop,Android,Chrome,WiFi,29,24,5,O CRM apresenta perda de dados e não enviar email.,O CRM apresenta perda de dados e não enviar email.,images/email.png,500,333,Média,Em andamento,N1,1,-0.788,5,2,-33.263469,-49.340085,,,,,,,,,,0,,,0,0,0,,Software
2468,2025-01-30T03:16:00,7246,TI,Belo Horizonte,RS,Mobile,Android,Firefox,WiFi,34,12,15,Falha no FTP: não funciona ao tentar exportar dados.,Falha no FTP: não funciona ao tentar exportar dados.,images/browser.png,500,333,Alta,Aberto,N2,1,0.833,6,0,-33.565258,-47.431874,,,,,,,,,,0,,,0,0,0,,Software
2469,2025-01-30T03:33:00,5598,TI,São Paulo,PR,Desktop,Android,Chrome,Cabo,25,12,65,O sistema de recrutamento apresenta cheiro de queimado duran...,O sistema de recrutamento apresenta cheiro de queimado durante gerar relatório.,images/recruitment.png,500,333,Alta,Em andamento,N2,1,0.227,4,0,-25.572251,-51.654689,,,,,,,,,,0,,,0,0,0,,RH
2470,2025-01-30T03:50:00,9538,Operações,Santos,RJ,Mobile,Linux,Safari,5G,40,24,10,O Sistema de contabilidade exibe mensagem de erro ao gerar r...,O Sistema de contabilidade exibe mensagem de erro ao gerar relatório.,images/finance_report.png,738,414,Alta,Fechado,N2,1,0.346,5,2,-25.045141,-52.29096,,,,,,,,,,0,,,0,0,0,,Financeiro
2471,2025-01-30T04:07:00,1845,TI,Curitiba,SP,Mobile,Windows,Chrome,Cabo,23,8,29,Falha de autenticação ao tentar imprimir.,Falha de autenticação ao tentar imprimir.,images/login.png,500,333,Crítica,Em andamento,N2,0,0.251,5,3,-31.843012,-50.469508,,,,,,,,,,0,,,0,0,0,,Acesso
2472,2025-01-30T04:24:00,7108,Financeiro,Belo Horizonte,BA,Mobile,iOS,Safari,Cabo,7,12,29,O sistema de ponto apresenta mensagem de erro durante salvar...,O sistema de ponto apresenta mensagem de erro durante salvar arquivo.,images/payroll.png,612,408,Baixa,Em andamento,N1,0,-0.314,6,1,-24.444987,-43.216538,,,,,,,,,,0,,,0,0,0,,RH
2473,2025-01-30T04:41:00,5207,TI,Belo Horizonte,RJ,Mobile,iOS,Edge,4G,7,24,27,Falha no sistema de folha ao tentar fazer login.,Falha no sistema de folha ao tentar fazer login.,images/login.png,500,333,Alta,Fechado,Aplicações,1,-0.389,6,0,-30.763292,-52.226893,,,,,,,,,,0,,,0,0,0,,RH
2474,2025-01-30T04:58:00,1010,TI,Belo Horizonte,RS,Desktop,Windows,Chrome,WiFi,26,8,72,Problema de conectividade: falha durante salvar arquivo.,Problema de conectividade: falha durante salvar arquivo.,images/default_network.png,500,333,Baixa,Em andamento,Infra,0,-0.682,4,2,-25.373628,-43.543264,,,,,,,,,,0,,,0,0,0,,Rede
2475,2025-01-30T05:15:00,8980,Financeiro,Santos,SP,Notebook,Windows,Edge,4G,15,24,72,Problema de hardware: o fonte desliga inesperadamente.,Problema de hardware: o fonte desliga inesperadamente.,images/power_supply.png,500,375,Baixa,Em andamento,Infra,1,0.068,6,1,-33.48805,-43.245587,,,,,,,,,,0,,,0,0,0,,Hardware
2476,2025-01-30T05:32:00,2138,TI,São Paulo,PR,Mobile,Android,Safari,WiFi,38,48,28,O teclado não responde e exibe perda de dados.,O teclado não responde e exibe perda de dados.,images/keyboard.png,500,375,Baixa,Aberto,Aplicações,1,0.178,5,1,-29.556009,-49.290476,,,,,,,,,,0,,,0,0,0,,Hardware
2477,2025-01-30T05:49:00,1789,RH,Santos,SP,Notebook,Windows,Safari,4G,1,48,15,O usuário não consegue exportar dados devido a superaquece.,O usuário não consegue exportar dados devido a superaquece.,images/default_hr.png,612,408,Média,Em andamento,N1,0,0.15,7,3,-27.000067,-49.441697,,,,,,,,,,0,,,0,0,0,,RH
2478,2025-01-30T06:06:00,1417,RH,Santos,RJ,Mobile,iOS,Edge,4G,22,12,69,A conexão de rede está não liga e tela azul.,A conexão de rede está não liga e tela azul.,images/network.png,500,342,Média,Aberto,Infra,1,-0.23,7,2,-31.008671,-47.509471,,,,,,,,,,0,,,0,0,0,,Rede
2479,2025-01-30T06:23:00,9356,TI,Campinas,PR,Mobile,Windows,Chrome,5G,40,48,49,"Rede instável, apresenta erro ao acessar aplicação web.","Rede instável, apresenta erro ao acessar aplicação web.",images/network.png,500,342,Crítica,Aberto,N1,1,-0.92,3,1,-33.550626,-46.887853,,,,,,,,,,0,,,0,0,0,,Rede
2480,2025-01-30T06:40:00,3106,Operações,Campinas,MG,Notebook,Windows,Chrome,WiFi,10,24,60,Falha de autenticação ao tentar imprimir.,Falha de autenticação ao tentar imprimir.,images/login.png,500,333,Crítica,Em andamento,N1,0,-0.1,6,2,-30.409466,-50.493741,,,,,,,,,,0,,,0,0,0,,Acesso
2481,2025-01-30T06:57:00,2001,Financeiro,Campinas,MG,Mobile,iOS,Safari,4G,31,4,24,O acesso ao sistema de RH está bloqueado por desliga.,O acesso ao sistema de RH está bloqueado por desliga.,images/access_denied.png,612,408,Baixa,Em andamento,Infra,1,0.595,4,3,-27.606861,-43.415619,Empresa Alpha,Financeiro,350.0,São Paulo,SP,Premium,2018-03-12,Sim,180000.0,0,,,0,0,0,,Acesso
2482,2025-01-30T07:14:00,2044,Financeiro,Belo Horizonte,RS,Desktop,Windows,Edge,WiFi,37,4,43,Falha crítica no teclado: apresenta erro com perda de dados.,Falha crítica no teclado: apresenta erro com perda de dados.,images/keyboard.png,500,375,Crítica,Em andamento,Aplicações,0,0.298,6,2,-32.223058,-52.015692,,,,,,,,,,0,,,0,0,0,,Hardware
2483,2025-01-30T07:31:00,4556,TI,Curitiba,PR,Notebook,iOS,Safari,4G,9,12,39,O Sistema de Notas Fiscais apresenta tela azul e não importa...,O Sistema de Notas Fiscais apresenta tela azul e não importar dados.,images/default_software.png,612,344,Crítica,Aberto,N1,1,-0.038,6,3,-33.701301,-43.981437,,,,,,,,,,0,,,0,0,0,,Software
2484,2025-01-30T07:48:00,2678,Operações,Santos,MG,Desktop,iOS,Safari,Cabo,27,8,42,O módulo financeiro não liga ao executar consulta.,O módulo financeiro não liga ao executar consulta.,images/finance_report.png,738,414,Baixa,Fechado,N1,0,0.138,6,1,-28.791223,-45.536228,,,,,,,,,,0,,,0,0,0,,Financeiro
2485,2025-01-30T08:05:00,4380,Operações,Santos,RJ,Notebook,Windows,Chrome,5G,40,24,23,Falha de autenticação ao tentar importar dados.,Falha de autenticação ao tentar importar dados.,images/login.png,500,333,Média,Em andamento,N1,0,-0.746,5,3,-32.725387,-49.778883,,,,,,,,,,0,,,0,0,0,,Acesso
2486,2025-01-30T08:22:00,1089,TI,Belo Horizonte,RJ,Desktop,Linux,Firefox,WiFi,3,8,42,Falha no CRM: não liga ao tentar enviar email.,Falha no CRM: não liga ao tentar enviar email.,images/email.png,500,333,Crítica,Em andamento,Aplicações,1,0.468,5,0,-25.28875,-52.170475,,,,,,,,,,0,,,0,0,0,,Software
2487,2025-01-30T08:39:00,2854,TI,Santos,PR,Notebook,Linux,Edge,5G,11,48,59,Falha no Sistema de Notas Fiscais: reinicia sozinho ao tenta...,Falha no Sistema de Notas Fiscais: reinicia sozinho ao tentar fazer login.,images/login.png,500,333,Média,Fechado,N1,1,0.086,6,1,-31.208497,-50.251879,,,,,,,,,,0,,,0,0,0,,Software
